Abandon Hope|TMP=66
Terashi's Cry|CHK=14
Terashi's Grasp|BOK=15
Terashi's Verdict|BOK=20
Terastodon|WWK=80
Teremko Griffin|MIR=45
Terminal Moraine|PLS=44
Terminate|ARB=93
Terminate|COM=105
Terminate|PLS=174
Terminus|AVR=788
Teroh's Faithful|TOR=28
Teroh's Vanguard|TOR=38
Terra Eternal|WWK=33
Terra Stomper|ZEN=54
Terraformer|RAV=13
Terrain Generator|NMS=78
Terramorphic Expanse|10E=28
Terramorphic Expanse|COM=22
Terramorphic Expanse|M11=19
Terramorphic Expanse|PC2=19
Terramorphic Expanse|TSP=28
Terrarion|RAV=14
Terravore|ODY=1530
Terrifying Presence|AVR=14
Territorial Baloth|ZEN=13
Territorial Dispute|MMQ=82
Terror|10E=28
Terror|2ED=240
Terror|3ED=96
Terror|4ED=80
Terror|5ED=75
Terror|6ED=46
Terror|LEA=3120
Terror|LEB=1872
Terror|MRD=38
Terrus Wurm|RTR=13
Test of Endurance|JUD=860
Test of Faith|DST=42
Testament of Faith|ODY=44
Tethered Griffin|UDS=112
Tethered Skirge|ULG=40
Tetravus|4ED=172
Tetravus|ATQ=708
Tetsuo Umezawa|LEG=7672
Teysa, Orzhov Scion|GPT=82
Tezzeret the Seeker|ALA=704
Tezzeret's Gambit|NPH=109
Tezzeret, Agent of Bolas|MBS=816
Thada Adel, Acquisitor|WWK=43
Thalakos Deceiver|STH=196
Thalakos Dreamsower|TMP=63
Thalakos Drifters|EXO=68
Thalakos Lowlands|TMP=72
Thalakos Mistfolk|TMP=45
Thalakos Scout|EXO=28
Thalakos Seer|TMP=48
Thalakos Sentry|TMP=45
Thalia, Guardian of Thraben|DKA=660
Thallid Devourer|FEM=112
Thallid Germinator|TSP=16
Thallid Shell-Dweller|TSP=18
Thallid|FEM=72
Thallid|TSB=25
That Which Was Taken|BOK=316
Thatcher Revolt|AVR=14
Thaumatog|ODY=42
Thawing Glaciers|ALL=2046
The Abyss|LEG=67852
The Brute|4ED=60
The Brute|5ED=51
The Brute|LEG=72
The Fallen|CHR=57
The Fallen|DRK=104
The Hive|10E=42
The Hive|2ED=888
The Hive|3ED=164
The Hive|4ED=156
The Hive|5ED=114
The Hive|6ED=78
The Hive|LEA=46344
The Hive|LEB=6372
The Lady of the Mountain|LEG=224
The Mimeoplasm|COM=219
The Rack|3ED=400
The Rack|4ED=452
The Rack|ATQ=1268
The Rack|TSB=155
The Tabernacle at Pendrell Vale|LEG=131516
The Unspeakable|CHK=46
The Wretched|5ED=255
The Wretched|CHR=135
The Wretched|LEG=3344
Theft of Dreams|EXO=28
Theft of Dreams|PO2=48
Theft of Dreams|POR=84
Thelon of Havenwood|TSP=53
Thelon's Chant|FEM=84
Thelon's Curse|FEM=136
Thelonite Druid|FEM=84
Thelonite Hermit|TSP=75
Thelonite Monk|FEM=152
Thermal Blast|ODY=28
Thermal Flux|CSP=14
Thermal Glider|MMQ=30
Thermal Navigator|5DN=26
Thermokarst|ICE=147
Thermopod|CSP=14
Thespian's Stage|GTC=376
Thick-Skinned Goblin|TSP=21
Thicket Basilisk|2ED=208
Thicket Basilisk|3ED=100
Thicket Basilisk|4ED=84
Thicket Basilisk|5ED=72
Thicket Basilisk|6ED=46
Thicket Basilisk|LEA=2536
Thicket Basilisk|LEB=1276
Thicket Elemental|INV=90
Thief of Hope|CHK=26
Thieves' Auction|8ED=92
Thieves' Auction|MMQ=92
Thieves' Fortune|MOR=19
Thieving Magpie|10E=25
Thieving Magpie|7ED=50
Thieving Magpie|8ED=50
Thieving Magpie|9ED=23
Thieving Magpie|UDS=48
Thieving Sprite|LRW=13
Thing from the Deep|POR=441
Think Tank|ODY=40
Think Twice|ISD=24
Think Twice|TSP=27
Thirst for Knowledge|MRD=132
Thirst|MIR=45
Thistledown Duo|SHM=14
Thistledown Liege|SHM=156
Thopter Assembly|MBS=35
Thopter Foundry|ARB=63
Thopter Squadron|EXO=80
Thorn Elemental|7ED=138
Thorn Elemental|8ED=144
Thorn Elemental|S99=208
Thorn Elemental|UDS=180
Thorn of Amethyst|LRW=278
Thorn Thallid|FEM=64
Thorn-Thrash Viashino|ALA=13
Thorn-Thrash Viashino|PC2=13
Thornbite Staff|MOR=25
Thornling|CFX=189
Thornscape Apprentice|INV=30
Thornscape Battlemage|PLS=46
Thornscape Battlemage|TSB=23
Thornscape Familiar|PLS=30
Thornscape Master|INV=88
Thorntooth Witch|LRW=18
Thornwatch Scarecrow|SHM=13
Thornweald Archer|FUT=20
Thornwind Faeries|ULG=34
Thought Courier|5DN=24
Thought Courier|9ED=23
Thought Devourer|ODY=76
Thought Dissector|DST=82
Thought Eater|ODY=38
Thought Hemorrhage|ARB=67
Thought Lash|ALL=639
Thought Nibbler|ODY=28
Thought Prison|MRD=48
Thought Reflection|SHM=66
Thought Scour|DKA=35
Thoughtbind|CHK=14
Thoughtbound Primoc|ONS=36
Thoughtcast|MRD=128
Thoughtcutter Agent|ALA=19
Thoughtflare|RTR=25
Thoughtlace|2ED=796
Thoughtlace|3ED=176
Thoughtlace|4ED=160
Thoughtlace|LEA=159992
Thoughtlace|LEB=6728
Thoughtleech|7ED=46
Thoughtleech|ICE=63
Thoughtpicker Witch|RAV=13
Thoughts of Ruin|SOK=48
Thoughtseize|LRW=6044
Thoughtweft Gambit|SHM=19
Thoughtweft Trio|LRW=56
Thousand-legged Kami|CHK=20
Thousand-Year Elixir|LRW=353
Thraben Doomsayer|DKA=81
Thraben Heretic|DKA=19
Thraben Purebloods|ISD=13
Thraben Sentry|ISD=13
Thraben Valiant|AVR=13
Thragtusk|M13=1698
Thran Dynamo|UDS=968
Thran Forge|WTH=72
Thran Foundry|UDS=52
Thran Golem|9ED=44
Thran Golem|M12=17
Thran Golem|PC2=18
Thran Golem|UDS=94
Thran Lens|ULG=86
Thran Quarry|USG=662
Thran Tome|WTH=120
Thran Turbine|USG=70
Thran War Machine|ULG=44
Thran Weaponry|ULG=78
Thrashing Mudspawn|ONS=36
Thrashing Wumpus|MMQ=146
Thraximundar|ARB=948
Threads of Disloyalty|BOK=443
Threaten|10E=28
Threaten|9ED=27
Threaten|ONS=46
Three Dreams|PC2=48
Three Dreams|RAV=48
Three Tragedies|BOK=19
Three Visits|PTK=5004
Three Wishes|VIS=126
Thresher Beast|PCY=32
Thrill of the Hunt|TSP=14
Thrill-Kill Assassin|RTR=21
Thriss, Nantuko Primus|JUD=94
Thrive|DIS=13
Thrive|PCY=28
Throat Slitter|BOK=84
Throat Slitter|PC2=77
Thromok the Insatiable|PC2=274
Throne of Bone|2ED=180
Throne of Bone|3ED=88
Throne of Bone|4ED=88
Throne of Bone|5ED=69
Throne of Bone|6ED=46
Throne of Bone|7ED=50
Throne of Bone|8ED=48
Throne of Bone|LEA=2100
Throne of Bone|LEB=740
Throne of Empires|M12=42
Throne of Geth|SOM=23
Through the Breach|CHK=458
Thrull Champion|FEM=200
Thrull Parasite|GTC=28
Thrull Retainer|5ED=93
Thrull Retainer|FEM=88
Thrull Surgeon|10E=23
Thrull Surgeon|EXO=30
Thrull Wizard|FEM=88
Thrumming Stone|CSP=591
Thrummingbird|SOM=30
Thrun, the Last Troll|MBS=407
Thumbscrews|TMP=123
Thunder Dragon|S99=4290
Thunder of Hooves|ONS=38
Thunder Spirit|LEG=6784
Thunder Strike|M11=13
Thunder Totem|TSP=19
Thunder Wall|ICE=63
Thunder-Thrash Elder|ALA=20
Thunder-Thrash Elder|PC2=19
Thunderblade Charge|FUT=42
Thunderblust|EVE=90
Thunderbolt|AVR=15
Thunderbolt|WTH=51
Thunderclap|MMQ=28
Thundercloud Elemental|SCG=38
Thundercloud Shaman|LRW=19
Thunderheads|GPT=19
Thundering Giant|10E=21
Thundering Giant|USG=42
Thundering Tanadon|NPH=13
Thundering Wurm|POR=537
Thundermare|9ED=60
Thundermare|POR=369
Thundermare|WTH=210
Thundermaw Hellkite|M13=3532
Thunderous Wrath|AVR=61
Thunderscape Apprentice|INV=30
Thunderscape Battlemage|PLS=46
Thunderscape Familiar|PLS=30
Thunderscape Master|INV=82
Thundersong Trumpeter|RAV=13
Thunderstaff|DST=42
Thwart|MMQ=186
Tibalt, the Fiend-Blooded|AVR=262
Tibor and Lumia|GPT=40
Ticking Gnomes|ULG=42
Tidal Bore|MMQ=30
Tidal Control|ALL=117
Tidal Courier|APC=44
Tidal Flats|FEM=64
Tidal Influence|FEM=84
Tidal Kraken|8ED=108
Tidal Kraken|9ED=60
Tidal Kraken|MMQ=122
Tidal Surge|6ED=30
Tidal Surge|PO2=36
Tidal Surge|POR=51
Tidal Surge|STH=30
Tidal Visionary|INV=30
Tidal Warrior|STH=38
Tidal Wave|MIR=63
Tide of War|CHK=37
Tideforce Elemental|WWK=20
Tidehollow Sculler|ALA=77
Tidehollow Strix|ALA=19
Tideshaper Mystic|LRW=13
Tidespout Tyrant|DIS=238
Tidewalker|PLC=20
Tidewater Minion|RAV=14
Tidings|10E=38
Tidings|9ED=40
Tidings|S99=274
Tiger Claws|MMQ=30
Tigereye Cameo|INV=42
Tilling Treefolk|EVE=13
Timber Protector|LRW=617
Timber Wolves|2ED=972
Timber Wolves|3ED=172
Timber Wolves|4ED=176
Timber Wolves|LEA=45896
Timber Wolves|LEB=5692
Timberland Guide|AVR=13
Timberland Ruins|ODY=28
Timberline Ridge|ICE=123
Timbermare|PLC=52
Timbermaw Larva|ZEN=14
Timberpack Wolf|M13=14
Timberwatch Elf|LGN=92
Time and Tide|VIS=63
Time Bomb|5ED=135
Time Bomb|ICE=120
Time Ebb|9ED=16
Time Ebb|PO2=36
Time Ebb|POR=54
Time Ebb|S00=112
Time Ebb|S99=40
Time Ebb|TMP=45
Time Elemental|4ED=196
Time Elemental|5ED=165
Time Elemental|LEG=2364
Time of Need|CHK=82
Time Reversal|M11=77
Time Reversal|M12=65
Time Sieve|ARB=149
Time Spiral|USG=3928
Time Stop|10E=119
Time Stop|CHK=113
Time Stretch|10E=514
Time Stretch|ODY=874
Time Vault|2ED=128364
Time Vault|LEA=400
Time Vault|LEB=293092
Time Walk|2ED=289060
Time Walk|LEA=400
Time Walk|LEB=400
Time Warp|S99=1400
Time Warp|TMP=1713
Timebender|PLC=21
Timecrafting|PLC=22
Timely Reinforcements|M12=102
Timesifter|MRD=78
Timetwister|2ED=140700
Timetwister|LEA=289348
Timetwister|LEB=229136
Timid Drake|MMQ=40
Timid Drake|WTH=66
Timmerian Fiends|HML=126
Tin Street Hooligan|GPT=15
Tin Street Market|GTC=15
Tin-Wing Chimera|VIS=66
Tinder Farm|INV=40
Tinder Wall|ICE=84
Tine Shrike|MBS=12
Tinker|ULG=764
Tireless Missionaries|M11=14
Tireless Tribe|ODY=100
Titan Forge|MBS=42
Titan's Revenge|MOR=38
Titania's Boon|USG=46
Titania's Chosen|USG=256
Titania's Song|3ED=168
Titania's Song|4ED=156
Titania's Song|5ED=126
Titania's Song|ATQ=188
Titanic Bulvox|SCG=28
Titanic Growth|M12=15
Titanic Growth|M13=14
Titanic Ultimatum|ALA=42
Titanium Golem|MRD=26
Tithe|VIS=1344
Tivadar of Thorn|TSP=41
Tivadar's Crusade|DRK=476
To Arms!|GPT=24
Tobias Andrion|CHR=63
Tobias Andrion|LEG=168
Toil to Renown|SHM=13
Toils of Night and Day|BOK=15
Tolaria West|FUT=192
Tolarian Academy|USG=4842
Tolarian Drake|WTH=45
Tolarian Emissary|INV=40
Tolarian Entrancer|WTH=246
Tolarian Sentinel|TSP=14
Tolarian Serpent|WTH=129
Tolarian Winds|7ED=38
Tolarian Winds|USG=34
Tolaria|LEG=276
Tolsimir Wolfblood|RAV=159
Tomb Hex|WWK=13
Tomb of Urami|SOK=47
Tombfire|ODY=70
Tombstalker|FUT=793
Tombstone Stairwell|MIR=210
Tome Scour|M11=19
Tomorrow, Azami's Familiar|BOK=42
Tonic Peddler|MMQ=38
Tooth and Claw|TMP=123
Tooth and Nail|MRD=2584
Tooth of Chiss-Goria|MRD=30
Tooth of Ramos|MMQ=98
Topan Ascetic|ALA=20
Topple|NMS=30
Tor Giant|ICE=48
Tor Wauki|CHR=54
Tor Wauki|LEG=188
Torch Drake|GPT=12
Torch Fiend|DKA=13
Torch Fiend|M13=19
Torch Slinger|ZEN=13
Torch Song|USG=42
Torchling|PLC=39
Torii Watchward|SOK=14
Tormented Angel|UDS=34
Tormented Pariah|ISD=13
Tormented Soul|M12=13
Tormented Soul|M13=14
Tormented Soul|PC2=12
Tormentor Exarch|NPH=17
Tormentor's Trident|AVR=19
Torment|STH=30
Tormod's Crypt|CHR=255
Tormod's Crypt|DRK=1484
Tormod's Crypt|M13=51
Tormod's Crypt|TSB=221
Tornado Elemental|5DN=186
Tornado|ALL=120
Torpid Moloch|RAV=13
Torpor Dust|SHM=13
Torpor Orb|NPH=60
Torrent of Fire|SCG=28
Torrent of Lava|MIR=111
Torrent of Souls|SHM=25
Torrent of Stone|BOK=14
Torsten Von Ursus|LEG=196
Tortoise Formation|ALA=14
Torture Chamber|TMP=117
Tortured Existence|STH=36
Torture|5ED=51
Torture|HML=48
Torture|SHM=13
Toshiro Umezawa|BOK=70
Total War|ICE=120
Totally Lost|GTC=14
Totem Speaker|LGN=40
Touch of Brilliance|PO2=36
Touch of Brilliance|POR=57
Touch of Brilliance|S99=42
Touch of Darkness|LEG=180
Touch of Death|5ED=48
Touch of Death|ICE=45
Touch of Invisibility|ODY=28
Touch of the Eternal|M13=32
Touch of Vitae|ICE=63
Touchstone|WTH=69
Tourach's Chant|FEM=84
Tourach's Gate|FEM=144
Tower Above|SHM=23
Tower Defense|GTC=22
Tower Drake|INV=30
Tower Drake|RTR=13
Tower Gargoyle|ALA=19
Tower Geist|DKA=19
Tower of Calamities|SOM=32
Tower of Champions|MRD=76
Tower of Coireall|DRK=92
Tower of Eons|MRD=80
Tower of Fortunes|MRD=106
Tower of Murmurs|MRD=80
Tower of the Magistrate|MMQ=1454
Towering Baloth|ONS=38
Towering Indrik|RTR=13
Towering Thunderfist|GTC=14
Town Sentry|PO2=32
Toxic Iguanar|CFX=14
Toxic Nim|NPH=12
Toxic Stench|JUD=28
Toxin Sliver|LGN=1796
Toymaker|MMQ=40
Trace of Abundance|ARB=19
Tracker's Instincts|DKA=26
Tracker|DRK=276
Trade Caravan|HML=51
Trade Routes|8ED=100
Trade Routes|9ED=42
Trade Routes|MMQ=112
Trade Secrets|COM=45
Trade Secrets|ONS=100
Tradewind Rider|TMP=660
Trading Post|M13=72
Tragic Poet|ULG=32
Tragic Slip|DKA=56
Trailblazer's Boots|ZEN=20
Trailblazer|ICE=123
Train of Thought|GPT=14
Trained Armodon|6ED=30
Trained Armodon|7ED=30
Trained Armodon|8ED=30
Trained Armodon|9ED=16
Trained Armodon|TMP=45
Trained Caracal|RTR=13
Trained Cheetah|PTK=480
Trained Jackal|PTK=110
Trained Orgg|7ED=76
Trained Orgg|S00=150
Trained Orgg|S99=102
Trained Pronghorn|JUD=28
Training Drone|MBS=12
Traitor's Clutch|TSP=14
Traitor's Roar|SHM=13
Traitorous Blood|ISD=14
Traitorous Instinct|RTR=13
Tranquil Domain|MIR=42
Tranquil Garden|CHK=25
Tranquil Grove|6ED=130
Tranquil Grove|WTH=168
Tranquil Path|APC=28
Tranquil Thicket|COM=19
Tranquil Thicket|ONS=36
Tranquility|2ED=92
Tranquility|3ED=64
Tranquility|4ED=60
Tranquility|5ED=48
Tranquility|6ED=30
Tranquility|7ED=30
Tranquility|INV=30
Tranquility|LEA=800
Tranquility|LEB=448
Tranquility|MMQ=28
Tranquility|TMP=45
Transcendence|TOR=112
Transguild Courier|DIS=27
Transguild Promenade|RTR=17
Transluminant|RAV=13
Transmogrifying Licid|EXO=46
Transmutation|CHR=42
Transmutation|LEG=72
Transmute Artifact|ATQ=6336
Trap Digger|SCG=74
Trap Runner|MMQ=40
Trapfinder's Trick|ZEN=13
Trapjaw Kelpie|EVE=13
Trapmaker's Snare|ZEN=19
Traproot Kami|BOK=18
Trash for Treasure|MRD=84
Traumatic Visions|CFX=14
Traumatize|10E=204
Traumatize|9ED=223
Traumatize|M11=198
Traumatize|ODY=458
Travel Preparations|ISD=13
Traveler's Amulet|ISD=13
Traveler's Cloak|INV=30
Traveling Plague|ODY=74
Treacherous Link|ULG=46
Treacherous Pit-Dweller|AVR=38
Treacherous Urge|PLC=22
Treacherous Vampire|JUD=42
Treacherous Werewolf|JUD=28
Treachery|UDS=2176
Treasure Hunter|10E=21
Treasure Hunter|EXO=42
Treasure Hunt|WWK=15
Treasure Mage|MBS=21
Treasure Trove|7ED=46
Treasure Trove|8ED=46
Treasure Trove|9ED=23
Treasure Trove|EXO=44
Treasured Find|RTR=27
Treasury Thrull|GTC=56
Tree Monkey|9ED=16
Tree Monkey|PO2=40
Tree of Redemption|ISD=156
Tree of Tales|MRD=92
Treefolk Harbinger|LRW=121
Treefolk Healer|INV=40
Treefolk Mystic|ULG=32
Treefolk Seedlings|7ED=64
Treefolk Seedlings|USG=46
Treespring Lorian|ONS=24
Treetop Bracers|10E=16
Treetop Bracers|9ED=17
Treetop Bracers|NMS=30
Treetop Defense|POR=309
Treetop Rangers|USG=30
Treetop Scout|SCG=32
Treetop Sentinel|ODY=40
Treetop Village|10E=137
Treetop Village|ULG=216
Tremble|ODY=28
Tremor|6ED=30
Tremor|7ED=32
Tremor|8ED=30
Tremor|MMQ=30
Tremor|PO2=34
Tremor|S99=38
Tremor|VIS=45
Trench Gorger|COM=49
Trench Wurm|INV=46
Trenching Steed|PCY=28
Trepanation Blade|ISD=24
Trespasser il-Vec|TSP=13
Trespassing Souleater|NPH=13
Tresserhorn Sinks|CSP=75
Tresserhorn Skyknight|CSP=20
Trestle Troll|RTR=13
Treva's Attendant|INV=44
Treva's Charm|PLS=50
Treva's Ruins|PLS=160
Treva, the Renewer|INV=372
Trial // Error|DIS=21
Triangle of War|VIS=126
Triassic Egg|CHR=117
Triassic Egg|LEG=816
Tribal Flames|INV=38
Tribal Flames|TSB=26
Tribal Forcemage|LGN=108
Tribal Golem|ONS=74
Tribal Unity|ONS=52
Tribute to Hunger|ISD=28
Tribute to the Wild|COM=28
Trickbind|TSP=247
Trickery Charm|ONS=24
Tricks of the Trade|M13=14
Trickster Mage|NMS=30
Triclopean Sight|LRW=13
Trigon of Corruption|SOM=17
Trigon of Infestation|SOM=17
Trigon of Mending|SOM=17
Trigon of Rage|SOM=17
Trigon of Thought|SOM=17
Trinisphere|DST=554
Trinket Mage|5DN=54
Trinket Mage|SOM=23
Trip Noose|SHM=17
Trip Wire|PTK=262
Triskelavus|COM=36
Triskelavus|TSP=38
Triskelion|4ED=248
Triskelion|ATQ=3436
Triskelion|M11=38
Triskelion|MRD=100
Triumph of Cruelty|AVR=19
Triumph of Ferocity|AVR=21
Triumph of the Hordes|NPH=25
Trokin High Guard|PO2=34
Troll Ascetic|10E=164
Troll Ascetic|COM=132
Troll Ascetic|MRD=300
Troll-Horn Cameo|INV=42
Trollhide|M12=13
Trolls of Tel-Jilad|MRD=38
Tromp the Domains|TSP=19
Trophy Hunter|RAV=20
Tropical Island|2ED=59500
Tropical Island|3ED=40020
Tropical Island|LEA=400
Tropical Island|LEB=400
Tropical Storm|MIR=60
Trostani's Judgment|RTR=13
Trostani, Selesnya's Voice|RTR=459
Troubled Healer|PCY=28
Troublesome Spirit|PCY=78
Truce|5ED=126
Truce|HML=132
True Believer|10E=178
True Believer|ONS=318
True Conviction|SOM=105
Truefire Paladin|GTC=28
Trumpet Blast|M13=14
Trumpet Blast|UDS=32
Trumpeting Armodon|TMP=63
Trusted Advisor|SOK=24
Trusted Forcemage|AVR=13
Trusty Machete|ZEN=21
Truth or Tale|TSP=21
Trygon Predator|DIS=248
Tsabo Tavoc|INV=202
Tsabo's Assassin|INV=86
Tsabo's Decree|INV=172
Tsabo's Web|INV=88
Tsunami|2ED=240
Tsunami|3ED=96
Tsunami|4ED=88
Tsunami|5ED=99
Tsunami|LEA=2664
Tsunami|LEB=1384
Tukatongue Thallid|CFX=15
Tukatongue Thallid|PC2=13
Tuknir Deathlock|LEG=1324
Tuktuk Grunts|ZEN=13
Tuktuk Scrapper|WWK=20
Tumble Magnet|SOM=20
Tundra Kavu|APC=28
Tundra Wolves|10E=15
Tundra Wolves|4ED=56
Tundra Wolves|5ED=48
Tundra Wolves|6ED=30
Tundra Wolves|8ED=30
Tundra Wolves|LEG=88
Tundra|2ED=61444
Tundra|3ED=44832
Tundra|LEB=320000
Tunnel Ignus|SOM=36
Tunnel Vision|RAV=89
Tunneler Wurm|JUD=38
Tunnel|2ED=152
Tunnel|3ED=88
Tunnel|4ED=84
Tunnel|LEA=2388
Tunnel|LEB=816
Turbulent Dreams|TOR=94
Turf Wound|INV=30
Turn Aside|SOM=13
Turn the Tables|DST=80
Turn the Tide|MBS=12
Turn to Dust|MRD=26
Turn to Frog|M12=20
Turn to Mist|SHM=14
Turn to Slag|M13=14
Turn to Slag|SOM=12
Turnabout|USG=454
Turntimber Basilisk|ZEN=19
Turntimber Grove|ZEN=14
Turntimber Ranger|ZEN=38
Turtleshell Changeling|LRW=18
Twiddle|2ED=104
Twiddle|4ED=60
Twiddle|5ED=45
Twiddle|7ED=34
Twiddle|8ED=32
Twiddle|LEA=900
Twiddle|LEB=448
Twigwalker|ODY=38
Twilight Drover|RAV=196
Twilight Mire|EVE=2046
Twilight Shepherd|SHM=244
Twilight's Call|INV=188
Twinblade Slasher|EVE=41
Twincast|10E=200
Twincast|SOK=212
Twinning Glass|LRW=37
Twinstrike|DIS=20
Twist Allegiance|BOK=40
Twisted Abomination|SCG=30
Twisted Abomination|TSB=23
Twisted Experiment|UDS=30
Twisted Image|SOM=17
Twisted Justice|RAV=22
Twitch|10E=16
Twitch|TMP=48
Twitch|WWK=13
Two-Headed Dragon|8ED=400
Two-Headed Dragon|MMQ=426
Two-Headed Giant of Foriys|2ED=5120
Two-Headed Giant of Foriys|LEA=37844
Two-Headed Giant of Foriys|LEB=19624
Two-Headed Sliver|TSP=19
Typhoid Rats|ISD=17
Typhoon|LEG=1288
Tyrannize|SHM=41
Tyrant of Discord|AVR=33
Tyrranax|5DN=26
Uba Mask|CHK=40
Uktabi Drake|PLC=14
Uktabi Efreet|WTH=45
Uktabi Faerie|MIR=42
Uktabi Orangutan|6ED=62
Uktabi Orangutan|VIS=75
Uktabi Wildcats|6ED=106
Uktabi Wildcats|7ED=108
Uktabi Wildcats|MIR=141
Ulasht, the Hate Seed|GPT=61
Ultimate Price|RTR=46
Ulvenwald Bear|DKA=13
Ulvenwald Mystics|ISD=19
Ulvenwald Tracker|AVR=85
Umara Raptor|ZEN=14
Umbilicus|USG=102
Umbra Stalker|EVE=43
Umbral Mantle|SHM=33
Umezawa's Jitte|BOK=2412
Unbender Tine|ARB=20
Unblinking Bleb|FUT=14
Unbreathing Horde|ISD=55
Unburden|SCG=26
Unburial Rites|ISD=48
Uncanny Speed|AVR=13
Unchecked Growth|BOK=20
Uncle Istvan|4ED=84
Uncle Istvan|DRK=152
Uncle Istvan|TSB=26
Uncontrollable Anger|10E=16
Uncontrollable Anger|CHK=14
Uncontrolled Infestation|SCG=26
Undead Alchemist|ISD=51
Undead Executioner|AVR=13
Undead Gladiator|ONS=206
Undead Leotau|ALA=14
Undead Warchief|SCG=910
Undead Warchief|TSB=484
Undercity Informer|GTC=37
Undercity Plague|GTC=62
Undercity Shade|RAV=19
Underground River|10E=280
Underground River|5ED=672
Underground River|6ED=486
Underground River|7ED=462
Underground River|9ED=217
Underground River|ICE=714
Underground Sea|2ED=89712
Underground Sea|3ED=55748
Underground Sea|LEA=1200
Undergrowth|ALL=48
Undermine|INV=708
Undertaker|MMQ=32
Undertaker|TSB=21
Undertow|LEG=148
Underworld Connections|RTR=67
Underworld Dreams|10E=190
Underworld Dreams|8ED=388
Underworld Dreams|9ED=162
Underworld Dreams|LEG=3048
Undiscovered Paradise|VIS=2181
Undo|PO2=68
Undo|S99=90
Undo|VIS=48
Undying Beast|POR=51
Undying Evil|DKA=15
Undying Flames|SOK=40
Undying Rage|TSP=19
Unearthly Blizzard|CHK=14
Unearth|ULG=154
Unerring Sling|MIR=60
Unexpected Results|GTC=115
Unforge|DST=24
Unfulfilled Desires|MIR=129
Unhallowed Pact|AVR=13
Unhinge|TOR=26
Unholy Citadel|LEG=220
Unholy Grotto|ONS=834
Unholy Strength|10E=17
Unholy Strength|2ED=136
Unholy Strength|3ED=68
Unholy Strength|4ED=60
Unholy Strength|5ED=45
Unholy Strength|7ED=32
Unholy Strength|8ED=34
Unholy Strength|9ED=16
Unholy Strength|LEA=1504
Unholy Strength|LEB=956
Unholy Strength|M11=13
Unified Strike|ONS=26
Unifying Theory|ODY=74
Unlikely Alliance|ALL=60
Unliving Psychopath|DIS=42
Unmake|EVE=83
Unmask|MMQ=772
Unnatural Hunger|MMQ=92
Unnatural Predation|MBS=12
Unnatural Selection|APC=122
Unnatural Speed|CHK=13
Unnerve|COM=15
Unnerve|USG=32
Unnerving Assault|EVE=18
Unquestioned Authority|JUD=82
Unruly Mob|ISD=12
Unscythe, Killer of Kings|ARB=64
Unseen Walker|6ED=48
Unseen Walker|MIR=63
Unspeakable Symbol|SCG=40
Unstable Footing|ZEN=19
Unstable Frontier|CFX=20
Unstable Hulk|LGN=72
Unstable Mutation|3ED=68
Unstable Mutation|4ED=64
Unstable Mutation|5ED=48
Unstable Mutation|ARN=292
Unstable Mutation|TSB=23
Unstable Shapeshifter|TMP=150
Unstoppable Ash|MOR=75
Unsummon|10E=18
Unsummon|2ED=112
Unsummon|3ED=60
Unsummon|4ED=60
Unsummon|5ED=48
Unsummon|6ED=32
Unsummon|7ED=32
Unsummon|8ED=32
Unsummon|CFX=14
Unsummon|LEA=2096
Unsummon|LEB=824
Unsummon|M11=13
Unsummon|M12=12
Unsummon|M13=14
Untaidake, the Cloud Keeper|CHK=42
Untamed Might|SOM=12
Untamed Wilds|4ED=84
Untamed Wilds|5ED=66
Untamed Wilds|6ED=48
Untamed Wilds|7ED=46
Untamed Wilds|LEG=144
Untamed Wilds|PO2=60
Untamed Wilds|POR=66
Untamed Wilds|S99=56
Unwilling Recruit|EVE=19
Unwinding Clock|NPH=100
Unworthy Dead|USG=32
Unyaro Bee Sting|MIR=60
Unyaro Bees|TSP=37
Unyaro Griffin|6ED=44
Unyaro Griffin|MIR=63
Updraft|5ED=48
Updraft|ICE=60
Upheaval|ODY=400
Uphill Battle|MMQ=46
Uproot|BOK=14
Upwelling|10E=45
Upwelling|SCG=88
Ur-Drago|LEG=1488
Ur-Golem's Eye|9ED=25
Ur-Golem's Eye|DST=26
Urabrask the Hidden|NPH=239
Urban Burgeoning|RTR=13
Urban Evolution|GTC=32
Urbis Protector|GTC=20
Urborg Drake|INV=42
Urborg Elf|APC=34
Urborg Emissary|INV=40
Urborg Justice|WTH=246
Urborg Mindsucker|VIS=45
Urborg Panther|MIR=45
Urborg Phantom|INV=30
Urborg Shambler|INV=40
Urborg Skeleton|INV=30
Urborg Stalker|WTH=138
Urborg Syphon-Mage|TSP=14
Urborg Uprising|APC=28
Urborg Volcano|8ED=96
Urborg Volcano|INV=88
Urborg, Tomb of Yawgmoth|PLC=1581
Urborg|LEG=1320
Urge to Feed|WWK=36
Urgent Exorcism|ISD=13
Uril, the Miststalker|ARB=311
Ursapine|RAV=35
Ursine Fylgja|CSP=19
Urza's Armor|8ED=86
Urza's Armor|USG=64
Urza's Avenger|4ED=164
Urza's Avenger|5ED=126
Urza's Avenger|ATQ=972
Urza's Bauble|5ED=129
Urza's Bauble|ICE=102
Urza's Blueprints|ULG=96
Urza's Chalice|ATQ=72
Urza's Engine|ALL=75
Urza's Factory|TSP=32
Urza's Filter|INV=140
Urza's Guilt|PLS=112
